x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.23747522360425094,-0.23442333755100384,-0.06287241849101191,0.3270661083573721,-0.5961560854890853,-0.0653676858548034,0.3567012895334057,-0.8964707602254326,-0.07294067464992329,0.4065452853021922,-1.125523823066788,-0.08104184528020868,0.12332333087625007,-0.9705609804052446,0.020596754621266148,0.1237498440139067,-1.3325326047210824,-0.03748273439549909,0.12289582015311305,-1.5439977820954083,-0.09770730426384683,0.1202505862175041,-1.745968122246664,-0.14502284027922197,0.01278052103708261,-0.9872194789629174,-8.069022004687963e-05,0.015266231985420016,-1.4027894213133594,-0.05387401041071463,0.020169546000661672,-1.6648561245944362,-0.11833165855397225,0.02508356138742012,-1.8994493690906664,-0.16870778682315057,-0.0934108209366711,-0.9387926894033931,-0.037965744313131176,-0.10653043034749349,-1.3310418492550395,-0.10090474710764018,-0.107378559384994,-1.5696540028933605,-0.15336170265450566,-0.10291781056468417,-1.784610684104219,-0.1884364340500806,-0.20260924830664398,-0.8325146481824355,-0.08488409677078276,-0.2183467940867486,-1.1426856488441068,-0.14673199894827607,-0.21634881174872744,-1.345483168737775,-0.1801776165733987,-0.20638102831836835,-1.5387831760654938,-0.20247646343713505,Pataka
0.0,0.0,0.0,0.2389374644978805,-0.23110745867742088,-0.06491957837930096,0.3287767180887638,-0.5943077779337705,-0.06844807279099552,0.3590831424949873,-0.8970459233990392,-0.07636953793998136,0.40980776105562045,-1.1276373019308148,-0.08484201099658521,0.12485873079405281,-0.9697251481978912,0.01718763857889974,0.12506408920179635,-1.334629933139779,-0.04131449322016274,0.12454082105694342,-1.549397295365169,-0.10139302745701241,0.12146908873730601,-1.7532651941337556,-0.1485942753300698,0.014198209169139171,-0.9858017908308608,-0.002516620811345473,0.01636570938591649,-1.4030136460070528,-0.05656209056318708,0.02053656867300709,-1.6663540038656879,-0.1205632279958212,0.023817935804979935,-1.9017631616132453,-0.17056065305433288,-0.0920770870150978,-0.9373459413872347,-0.03942350350455184,-0.10435546348446359,-1.3317858056304963,-0.10245146034034364,-0.10419923823586118,-1.5722611835031597,-0.15442191156744883,-0.09934961345396918,-1.7884791112648595,-0.18907672291840963,-0.20120365321415934,-0.832058676638393,-0.08543721031388907,-0.21609645967382315,-1.1449528280727945,-0.1477262448118269,-0.21355682127021772,-1.3487621764934046,-0.18113352885726194,-0.20292149403746368,-1.5427443016681344,-0.20326842649332919,Pataka
0.0,0.0,0.0,0.23851717976553213,-0.22964628298728815,-0.0633683361553783,0.3270911003338794,-0.5950092713879087,-0.06577397294037922,0.35870154064159737,-0.8975508672520537,-0.0728514762265129,0.4076231006420898,-1.1293145920748897,-0.08050456583047623,0.12272901148813185,-0.9711705657256371,0.017820440655163944,0.12429286005105532,-1.3373842330325851,-0.040026337634423426,0.12502791446888192,-1.5525661022373978,-0.0993690590363977,0.12306521613253411,-1.7562737911291033,-0.14602004086429504,0.012314008025324317,-0.9876859919746757,-0.0026394081883860014,0.015367479335998108,-1.406916997939641,-0.05607240129537011,0.022029930146577746,-1.6713394887263844,-0.11949116232608765,0.02745042075733128,-1.9067795798764149,-0.16901707228762064,-0.0938665676989131,-0.9391643759856692,-0.04022055349203022,-0.10600422102332231,-1.3343572969949031,-0.10314182089782431,-0.1051569160176847,-1.5753197340819138,-0.15542043488118368,-0.10004664189737232,-1.791731390088118,-0.19022340591989373,-0.20280088469147273,-0.8336480939512799,-0.08676206307094463,-0.2172002369025403,-1.147306236655425,-0.14954216521806765,-0.21473902194266467,-1.3518860332821625,-0.18349062751723508,-0.20437330478587812,-1.5467978718893434,-0.20595785394746122,Pataka
0.0,0.0,0.0,0.23763400118769673,-0.23278346666506633,-0.062041827117231024,0.3271612566089613,-0.5966304765599022,-0.06422519846286086,0.35691241404951934,-0.8960876295048164,-0.07157337295880581,0.4044108266803858,-1.1272111213222842,-0.0794594980568599,0.12270374768236832,-0.9722347929673296,0.018673394234268198,0.12482663510386709,-1.3355205520543871,-0.03992376306562486,0.12471906771535322,-1.5468528264445196,-0.09994975006915659,0.122073619193441,-1.7484473424899276,-0.14687794415455055,0.012181574842942975,-0.987818425157057,-0.0026759445303317113,0.016142291559997187,-1.4042898929299856,-0.056615970735788876,0.0219830279937991,-1.6662664941587635,-0.12047144599315272,0.026970408602408655,-1.9006189171119166,-0.17037281451766184,-0.09432214223318446,-0.9385051879215007,-0.041083706975096584,-0.10616846689738645,-1.3320488896053986,-0.10366641702224529,-0.10542949803309894,-1.5717057578195264,-0.15587702914979093,-0.09990127987006805,-1.7877747253371756,-0.19102093394783293,-0.2037669135624655,-0.8320241118257113,-0.08846862487244601,-0.2207122779672255,-1.1428593121306463,-0.15036793988731678,-0.2183554337488999,-1.346914466286171,-0.18413082444641368,-0.20783219705618156,-1.5418379402272664,-0.20674148041926343,Pataka
0.0,0.0,0.0,0.2369590889137572,-0.23144955424376737,-0.06658804363108504,0.3282140073618061,-0.5946173202836634,-0.07101714155889045,0.35897596993304837,-0.8963287165355505,-0.08002834279128924,0.4060881467356853,-1.1327516359670162,-0.08924635273965623,0.12433903950287988,-0.9715009144976519,0.016144284961068647,0.12747413530055496,-1.3357549306316525,-0.04315283658074275,0.12842982080646728,-1.5469491983734343,-0.10364601976358737,0.12827207041613733,-1.7486723508936037,-0.15114212782960576,0.013194024433398786,-0.9868059755666012,-0.0033612407435846155,0.01731762872886463,-1.4047074898612415,-0.05833019711757779,0.02458896703771498,-1.6675698747852867,-0.12326803164387382,0.03291846041438073,-1.9025657214493614,-0.17439163721225348,-0.09405105548194881,-0.9375294815931208,-0.04038766999451211,-0.1062442968915081,-1.331551996528946,-0.10454374222982514,-0.10606181560425036,-1.5712644434802627,-0.15796014970699362,-0.099685972162466,-1.7861786654553375,-0.1940662931709267,-0.2030666675880138,-0.8322190488278828,-0.08680896146013417,-0.2218819703396534,-1.1442376828313385,-0.1504528677307622,-0.22126124301124855,-1.349125617317738,-0.185737345328752,-0.21181676805728258,-1.543414043948986,-0.20953137769058539,Pataka
0.0,0.0,0.0,0.23736668461034965,-0.22839111998366907,-0.0699756511139865,0.3316623732591177,-0.5906146910090525,-0.0781675757846618,0.36574102325486785,-0.8977619614261668,-0.09031822335547214,0.4191311988341691,-1.1377429207811822,-0.10265684371871912,0.1276624030441785,-0.9702686975719363,0.008200673205415784,0.1291388521418728,-1.3373618082147198,-0.05417341070532093,0.12914284769881346,-1.5509229645724862,-0.11621936446837278,0.12780969380231003,-1.7549770110182932,-0.16483139879529216,0.01452902554177936,-0.9854709744582206,-0.010819683260466883,0.01799916674476164,-1.4037973409931792,-0.06831444723633481,0.024340569650185356,-1.665021541500397,-0.1334428483179684,0.031324803182497425,-1.8989293905177442,-0.18458462638802722,-0.09388505436500066,-0.9365760728615234,-0.047324469909304286,-0.1065716741165642,-1.3320329611653658,-0.11304659713110637,-0.10757165304908214,-1.5718562322333929,-0.1648146219965469,-0.10248276643644993,-1.7871264426684799,-0.1998544531588399,-0.20461092719441434,-0.8310796576025641,-0.09357834809675983,-0.22430838725519042,-1.143177877109745,-0.15849283364337746,-0.22425308511480688,-1.348659835717228,-0.19348946284624932,-0.215591534940419,-1.5435541586846335,-0.21681541075581023,Pataka
0.0,0.0,0.0,0.23865581624969004,-0.22811629086822294,-0.06877089679394818,0.3308763220817512,-0.5911718495835542,-0.07541449267430846,0.36569059931339337,-0.9003736978248357,-0.08613304083573609,0.423246889453604,-1.1385853355568043,-0.09715144475972251,0.12500353768487532,-0.9718469445095358,0.013149726259471995,0.1273299920601156,-1.3399133210329586,-0.04738654723883196,0.12821316200776697,-1.5543947601313153,-0.10841219147286063,0.12795671966748037,-1.7583263906741622,-0.15645354257272798,0.012544107309016206,-0.9874558926909838,-0.0063572074891317006,0.016554090177976263,-1.4072693395335716,-0.06266910133356002,0.023669136600136958,-1.6706000414057007,-0.12802438840929378,0.030810755472036364,-1.9034348076341192,-0.17869340898246697,-0.09626698031864189,-0.9371954690333134,-0.04344532172109008,-0.10800836304154447,-1.3352049923444955,-0.10930772625478681,-0.10816661471995413,-1.577839304930236,-0.16277718272533756,-0.10244835093833964,-1.7954304486603436,-0.19844627154966593,-0.2085977345166567,-0.8280852593430144,-0.08997231050287521,-0.22735124091975256,-1.1396228441166367,-0.1558906639210068,-0.2269543832029357,-1.344805199828007,-0.19181712785140884,-0.21760979904584885,-1.5408808494083763,-0.21531140499204943,Pataka
0.0,0.0,0.0,0.23932624367088665,-0.23008773543719313,-0.07459163754044242,0.3370211115727393,-0.5898181324513748,-0.08390935352555846,0.37052894763516864,-0.898893329861113,-0.09631066685468073,0.4222237205423142,-1.1410429363337102,-0.10871362939746701,0.12997887368670272,-0.9704614686363692,0.007748293364101912,0.13182699389249547,-1.3403517952452784,-0.05439127241136154,0.1318047010733128,-1.5544013031381192,-0.11654804261315978,0.13096048565952986,-1.7589589380829231,-0.16516907933662126,0.01581470791038396,-0.984185292089616,-0.009176263544506447,0.019269639928204383,-1.4072724726630892,-0.0666678085094412,0.025829370216029247,-1.6714736354201414,-0.132835312794667,0.033365707966252496,-1.9070166511890807,-0.18488581540219892,-0.09324813290815012,-0.93453627205465,-0.04422041251090216,-0.1038869941509102,-1.3327092253873172,-0.11095069105467334,-0.10334750792668956,-1.5748109250464464,-0.16472564559097086,-0.09690888679124077,-1.7912110969832264,-0.20089375428456982,-0.20438711762583114,-0.8303491892602114,-0.08928828663854775,-0.2217138246233924,-1.1453932207627857,-0.15539484963541603,-0.2206322134330887,-1.3512802356596663,-0.1913129375375489,-0.21127305100251262,-1.545739678470214,-0.2151995113095831,Pataka
0.0,0.0,0.0,0.23732553487642724,-0.2319605585858803,-0.07103593066057358,0.3335045685240515,-0.5935217591586113,-0.08100203643222438,0.36974802034252297,-0.8991175311005462,-0.09489655795820201,0.4243364024157585,-1.1417665032223143,-0.1091697208054986,0.12921454653828743,-0.9695132431101644,0.004529328420854831,0.13151814961511535,-1.3396566099549865,-0.059672830746744426,0.1321195588045498,-1.5546200805367716,-0.12241613005887415,0.13205099217097835,-1.7602622982102567,-0.17130662261490492,0.01653526089014546,-0.9834647391098545,-0.014765290947486848,0.021855795844118293,-1.4055752200911846,-0.07387237629326449,0.029258180675074786,-1.669021105190739,-0.139582718681112,0.03791027402981614,-1.9053063953532139,-0.1912366687767561,-0.09278679921794131,-0.9336399241377314,-0.05154195377678015,-0.1034175297128881,-1.3320679342968396,-0.11834347835950547,-0.10335576532471062,-1.5734179496381704,-0.17056623221499548,-0.09690678320817656,-1.7902950278941945,-0.2060919791219465,-0.2041412795531487,-0.8285387933415269,-0.09808757063205494,-0.22387096557691974,-1.1421428941341154,-0.16339396734571787,-0.22351325816580084,-1.3474383786857174,-0.19835787145727615,-0.21494297314899793,-1.5425336695275096,-0.22189631607035581,Pataka
0.0,0.0,0.0,0.23782304125842801,-0.24347640198354953,-0.081489392131443,0.33996696499621143,-0.6039626605723561,-0.09670503679183329,0.3740902126441545,-0.9142371627035079,-0.11491131398604097,0.432389974279437,-1.168803162737023,-0.13301865374430663,0.12498834897899012,-0.9754191310444342,0.0036436775451726667,0.12739717775812162,-1.355902572554497,-0.06307726891006364,0.12531244890647977,-1.5743111404594556,-0.12854887370743098,0.12623347966743978,-1.785138958523271,-0.1800460921818515,0.012843795701101605,-0.9871562042988984,-0.01208282907394334,0.014978525435911232,-1.411821676198085,-0.07224953236942727,0.018202586005821662,-1.67446752909132,-0.14199923582886337,0.02787051039397888,-1.912667479181018,-0.19850318902368883,-0.09635034314464794,-0.9369953545375123,-0.047075582286069825,-0.10535104560270765,-1.3403984943574638,-0.1155870845272779,-0.10586699674496063,-1.5844268988446806,-0.17237061693568548,-0.09704120679667802,-1.8045084129656275,-0.21263070305133697,-0.2057739244488467,-0.8331249510294793,-0.09286652922761453,-0.22704540524040054,-1.1533932891024796,-0.15971014648353526,-0.23066095823250501,-1.3592861468114699,-0.19741030287216713,-0.22491638212812637,-1.555872091943653,-0.2243593748892906,Pataka
